Month,Utility_Number,Name,State,AMR_Total,AMI_Total
10,20130,Warren Rural Elec Coop Corp,KY,"62,726",13
10,22053,Kentucky Power Co,KY,"167,306",3
10,49998,City of Berea Municipal Utility,KY,"5,206",0
10,3265,Cleco Power LLC,LA,0,"285,283"
10,11241,Entergy Louisiana LLC,LA,"20,277","12,262"
10,13478,Entergy New Orleans Inc,LA,"6,032","4,203"
10,17698,Southwestern Electric Power Co,LA,"210,037",0
10,6374,Fitchburg Gas & Elec Light Co,MA,15,"28,797"
10,8774,City of Holyoke - (MA),MA,"17,207",0
10,11804,Massachusetts Electric Co,MA,"1,251,929","15,101"
10,13206,Nantucket Electric Co,MA,"13,665",0
10,15748,Town of Reading - (MA),MA,"29,811",0
10,20455,Western Massachusetts Electric Company,MA,"216,508",0
10,54913,NSTAR Electric Company,MA,"1,217,924",0
10,84,A & N Electric Coop,MD,311,0
10,1167,Baltimore Gas & Electric Co,MD,"70,724","1,238,142"
10,5027,Delmarva Power,MD,80,0
10,15263,The Potomac Edison Company,MD,"9,025",0
10,15270,Potomac Electric Power Co,MD,"1,026","555,443"
10,17637,Southern Maryland Elec Coop Inc,MD,"74,078","16,693"
10,1179,Emera Maine,ME,0,"120,556"
10,3266,Central Maine Power Co,ME,60,"629,298"
10,3828,Cloverland Electric Co-op,MI,"42,270",0
10,4254,Consumers Energy Co,MI,0,"1,228,429"
10,5109,DTE Electric Company,MI,0,"2,458,882"
10,9324,Indiana Michigan Power Co,MI,"129,028",0
10,10704,City of Lansing - (MI),MI,"1,051",140
10,13780,Northern States Power Co,MI,"9,203",0
10,19578,Upper Peninsula Power Company,MI,43,0
10,20847,Wisconsin Electric Power Co,MI,"27,719",0
10,20860,Wisconsin Public Service Corp,MI,"9,218",0
10,689,Connexus Energy,MN,0,0
10,5574,East Central Energy,MN,"54,082",0
10,10596,City of Lake Crystal - (MN),MN,"1,197",0
10,12647,"ALLETE, Inc.",MN,"91,692","51,395"
10,13781,Northern States Power Co - Minnesota,MN,"1,271,118",0
10,13815,Northwestern Wisconsin Elec Co,MN,57,0
10,14232,Otter Tail Power Co,MN,41,0
10,16181,Rochester Public Utilities,MN,"52,809",0
10,17267,Sioux Valley SW Elec Coop,MN,0,"3,807"
10,20996,Wright-Hennepin Coop Elec Assn,MN,0,"63,489"
10,25177,Dakota Electric Association,MN,"38,602",0
10,3093,Carroll Electric Coop Corp - (AR),MO,0,"11,890"
10,4675,Cuivre River Electric Coop Inc,MO,"46,700","15,683"
10,9231,City of Independence - (MO),MO,0,0
10,10000,Kansas City Power & Light Co,MO,438,"276,979"
10,12698,KCP&L Greater Missouri Operations Co.,MO,456,"188,383"
10,17833,City Utilities of Springfield - (MO),MO,"5,715","22,718"
10,19436,Union Electric Co - (MO),MO,"1,195,966",0
10,3841,Coast Electric Power Assn,MS,0,"81,273"
10,6641,4-County Electric Power Assn,MS,0,"47,764"
10,12685,Entergy Mississippi Inc,MS,"6,850",81
10,12686,Mississippi Power Co,MS,"6,656",20
10,17252,Singing River Elec Pwr Assn,MS,"72,958",0
10,17647,Southern Pine Elec Power Assn,MS,0,"66,464"
10,18642,Tennessee Valley Authority,MS,0,20
10,19273,City of Tupelo - (MS),MS,11,0
10,6395,Flathead Electric Coop Inc,MT,361,"64,139"
10,12087,McKenzie Electric Coop Inc,MT,112,0
10,12199,Montana-Dakota Utilities Co,MT,"25,778",0
10,12692,"Missoula Electric Coop, Inc",MT,"7,390","7,166"
10,12825,NorthWestern Energy LLC - (MT),MT,"329,939",0
10,19156,Powder River Energy Corp,MT,179,2
10,19545,"Black Hills Power, Inc. d/b/a",MT,0,42
10,19603,USBIA-Mission Valley Power,MT,"19,790",0
10,20169,Avista Corp,MT,31,0
10,20997,Yellowstone Valley Elec Co-op,MT,"19,224",0
10,3046,Duke Energy Progress - (NC),NC,"1,341,924",0
10,5416,"Duke Energy Carolinas, LLC",NC,"1,399,050","522,919"
10,6235,Public Works Comm-City of Fayetteville,NC,"4,825","77,921"
10,9837,Jones-Onslow Elec Member Corp,NC,"68,770",0
10,16496,Rutherford Elec Member Corp,NC,0,"68,937"
10,18642,Tennessee Valley Authority,NC,0,1
10,19876,Virginia Electric & Power Co,NC,"108,064","4,900"
10,24889,Brunswick Electric Member Corp,NC,0,"89,579"
10,4717,Dakota Valley Elec Coop Inc,ND,"6,531",0
10,12087,McKenzie Electric Coop Inc,ND,"12,345",0
10,12090,"McLean Electric Coop, Inc",ND,"3,976",0
10,12199,Montana-Dakota Utilities Co,ND,"92,964",0
10,12301,Nodak Electric Coop Inc,ND,0,"19,342"
10,13196,Northern Plains Electric Coop,ND,"18,268",0
10,13694,"North Central Elec Coop, Inc",ND,"7,820",0
10,13781,Northern States Power Co - Minnesota,ND,"94,215",0
10,14232,Otter Tail Power Co,ND,19,0
10,19790,Verendrye Electric Coop Inc,ND,0,"16,176"
10,20413,Mountrail-Williams Elec Coop,ND,"19,746",0
10,24949,Cass County Elec Coop Inc,ND,0,"55,899"
10,55959,Roughrider Electric Cooperativ,ND,"14,676",0
10,4373,Cornhusker Public Power Dist,NE,"9,753",0
10,4911,Dawson Power District,NE,0,"22,997"
10,6779,City of Fremont - (NE),NE,"15,073",0
10,8245,City of Hastings - (NE),NE,"12,466",0
10,11018,Lincoln Electric System,NE,"137,218",0
10,11251,Loup River Public Power Dist,NE,"19,276",0
10,12539,Midwest Electric Member Corp,NE,"6,474",0
10,13337,Nebraska Public Power District,NE,"12,490","45,777"
10,13664,Norris Public Power District,NE,"1,474","9,915"
10,14127,Omaha Public Power District,NE,"369,811",546
10,17642,Southern Public Power District,NE,"2,981",0
10,27058,"High West Energy, Inc",NE,"3,011",0
10,40606,City of Grand Island - (NE),NE,0,782
10,13441,New Hampshire Elec Coop Inc,NH,18,"84,510"
10,15472,Public Service Co of NH,NH,"516,057",0
10,24590,Unitil Energy Systems,NH,200,"75,331"
10,26510,Liberty Utilities (Granite State Electric) Corp,NH,"41,089",7
10,963,Atlantic City Electric Co,NJ,"1,214",0
10,9726,Jersey Central Power & Lt Co,NJ,"3,872",0
10,15477,Public Service Elec & Gas Co,NJ,0,"14,629"
10,16213,Rockland Electric Co,NJ,"21,740",0
10,3287,"Central Valley Elec Coop, Inc",NM,147,"15,256"
10,5701,El Paso Electric Co,NM,"104,299",0
10,6204,City of Farmington - (NM),NM,"42,441",0
10,11204,Los Alamos County,NM,100,"1,670"
10,13314,Navajo Tribal Utility Authority,NM,0,"10,391"
10,15473,Public Service Co of NM,NM,"31,967",0
10,17718,Southwestern Public Service Co,NM,910,14
10,22690,Roosevelt County Elec Coop Inc,NM,0,"5,982"
10,2008,City of Boulder City - (NV),NV,943,0
10,4356,Colorado River Comm of Nevada,NV,0,23
10,13073,"Mt Wheeler Power, Inc",NV,"6,904",10
10,13407,Nevada Power Co,NV,33,"914,848"
10,17166,Sierra Pacific Power Co,NV,121,"341,589"
10,18260,Surprise Valley Electrification,NV,0,0
10,19840,"Valley Electric Assn, Inc",NV,"21,385",0
10,20332,Wells Rural Electric Co,NV,"5,415",0
10,22814,Raft Rural Elec Coop Inc,NV,0,"1,764"
10,3249,Central Hudson Gas & Elec Corp,NY,"121,055",0
10,4226,Consolidated Edison Co-NY Inc,NY,"1,366,006",0
10,11171,Long Island Power Authority,NY,"18,684","13,922"
10,13511,New York State Elec & Gas Corp,NY,984,0
10,13573,Niagara Mohawk Power Corp.,NY,"1,926,872","3,293"
10,14154,Orange & Rockland Utils Inc,NY,"95,913",0
10,14711,Pennsylvania Electric Co,NY,1,0
10,16183,Rochester Gas & Electric Corp,NY,677,0
10,3542,Duke Energy Ohio Inc,OH,"9,714","704,588"
10,3755,Cleveland Electric Illum Co,OH,"9,145","31,809"
10,4922,Dayton Power & Light Co,OH,"284,300",0
10,13998,Ohio Edison Co,OH,"3,537",11
10,14006,Ohio Power Co,OH,"625,994","136,070"
10,18997,The Toledo Edison Co,OH,"1,081",0
10,817,Arkansas Valley Elec Coop Corp,OK,0,"4,566"
10,7490,Grand River Dam Authority,OK,0,176
10,13734,Northeast Oklahoma Electric Co,OK,0,"38,530"
10,14062,Oklahoma Electric Coop Inc,OK,0,"54,391"
10,14063,Oklahoma Gas & Electric Co,OK,1,"792,012"
10,15474,Public Service Co of Oklahoma,OK,747,"542,954"
10,19785,Verdigris Valley Elec Coop Inc,OK,0,"36,267"
10,1738,Bonneville Power Administration,OR,1,0
10,6022,City of Eugene - (OR),OR,0,0
10,9191,Idaho Power Co,OR,303,"17,529"
10,14354,PacifiCorp,OR,"115,872",0
10,15248,Portland General Electric Co,OR,0,"863,520"
10,18260,Surprise Valley Electrification,OR,0,0
10,28541,Clatskanie Peoples Util Dist,OR,798,0
10,40437,Emerald People's Utility Dist,OR,"20,978",0
10,3597,Citizens Electric Co - (PA),PA,0,"6,956"
10,5487,Duquesne Light Co,PA,"288,995","301,907"
10,12390,Metropolitan Edison Co,PA,"4,356",1
10,14711,Pennsylvania Electric Co,PA,"1,777",0
10,14715,PPL Electric Utilities Corp,PA,0,"1,427,128"
10,14716,Pennsylvania Power Co,PA,252,0
10,14940,PECO Energy Co,PA,"6,695","1,645,191"
10,15045,Pike County Light & Power Co,PA,"3,429",0
10,19390,"UGI Utilities, Inc",PA,"59,497",0
10,20334,Wellsborough Electric Co,PA,961,"4,839"
10,20387,West Penn Power Company,PA,"20,068",2
10,1857,Block Island Power Co,RI,"1,909",0
10,13214,The Narragansett Electric Co,RI,"490,506",260
10,14537,Pascoag Utility District,RI,"4,595",0
10,1613,Berkeley Electric Coop Inc,SC,25,"91,788"
10,3046,Duke Energy Progress - (NC),SC,"166,078",0
10,5416,"Duke Energy Carolinas, LLC",SC,"397,490","144,882"
10,11118,Lockhart Power Co,SC,"6,193",0
10,14398,Palmetto Electric Coop Inc,SC,0,"70,202"
10,17539,South Carolina Electric&Gas Company,SC,"692,172","11,509"
10,17543,South Carolina Public Service Authority,SC,"119,978",29
10,1769,"Black Hills Electric Coop, Inc",SD,244,"9,502"
10,3236,"Central Electric Coop, Inc - (SD)",SD,"7,212",0
10,11475,City of Madison - (SD),SD,0,0
10,12199,Montana-Dakota Utilities Co,SD,"8,580",0
10,12341,MidAmerican Energy Co,SD,"4,844",0
10,13337,Nebraska Public Power District,SD,0,"1,259"
10,13750,"Northern Electric Coop, Inc",SD,0,"6,268"
10,13781,Northern States Power Co - Minnesota,SD,"91,894",0
10,14232,Otter Tail Power Co,SD,8,0
10,15040,City of Pierre - (SD),SD,0,"7,414"
10,16286,Rosebud Electric Coop Inc,SD,0,"5,473"
10,17267,Sioux Valley SW Elec Coop,SD,1,"20,614"
10,19293,Southeastern Electric Coop Inc - (SD),SD,"16,086",0
10,19545,"Black Hills Power, Inc. d/b/a",SD,0,"68,473"
10,19896,City of Volga - (SD),SD,"1,055",0
10,20187,Watertown Municipal Utilities,SD,"12,914",0
10,20401,West River Electric Assn Inc,SD,0,"16,795"
10,727,Appalachian Electric Coop,TN,0,"46,079"
10,814,Entergy Arkansas Inc,TN,0,0
10,2247,City of Bristol - (TN),TN,0,"16,783"
10,3408,City of Chattanooga - (TN),TN,0,"166,156"
10,3704,City of Clarksville - (TN),TN,0,"63,474"
10,3758,City of Cleveland - (TN),TN,0,"31,120"
10,3812,City of Clinton - (TN),TN,0,"29,836"
10,4624,Cumberland Elec Member Corp,TN,"89,008","3,948"
10,5399,Duck River Elec Member Corp,TN,0,"5,805"
10,7174,Gibson Electric Members Corp,TN,0,"34,487"
10,7625,City of Greeneville - (TN),TN,0,"38,176"
10,9777,Johnson City - (TN),TN,0,"92,443"
10,10171,Kentucky Utilities Co,TN,4,0
10,10331,Kingsport Power Co,TN,"47,302",67
10,10421,Knoxville Utilities Board,TN,"6,835","9,724"
10,10906,City of Lenoir - (TN),TN,"59,073",0
10,12293,City of Memphis - (TN),TN,237,"72,786"
10,12470,Middle Tennessee E M C,TN,0,"208,058"
10,13216,Nashville Electric Service,TN,"35,286","207,175"
10,17564,South Kentucky Rural E C C,TN,0,191
10,17694,Southwest Tennessee E M C,TN,"36,063","13,645"
10,18642,Tennessee Valley Authority,TN,0,72
10,19574,Upper Cumberland E M C,TN,0,"49,263"
10,19898,Volunteer Electric Coop,TN,0,"114,399"
10,3278,AEP Texas Central Company,TX,128,"832,398"
10,5701,El Paso Electric Co,TX,"305,039",0
10,8901,CenterPoint Energy,TX,"8,968","2,403,952"
10,13830,Nueces Electric Cooperative,TX,"1,042",0
10,16604,City of San Antonio - (TX),TX,"285,489","407,685"
10,17008,Sharyland Utilities LP,TX,"3,143","50,992"
10,17698,Southwestern Electric Power Co,TX,"175,774",0
10,17718,Southwestern Public Service Co,TX,334,40
10,20404,AEP Texas North Company,TX,53,"189,213"
10,40051,Texas-New Mexico Power Co,TX,0,"239,987"
10,44372,Oncor Electric Delivery Company LLC,TX,0,"3,415,756"
10,55937,Entergy Texas Inc.,TX,"18,057",0
10,2010,City of Bountiful,UT,"16,826",0
10,11135,City of Logan - (UT),UT,0,"19,701"
10,12866,Moon Lake Electric Assn Inc,UT,"16,543",0
10,13073,"Mt Wheeler Power, Inc",UT,360,3
10,13314,Navajo Tribal Utility Authority,UT,0,826
10,14354,PacifiCorp,UT,"860,195",0
10,15444,Provo City Corp,UT,"4,216","3,892"
10,17845,City of Springville - (UT),UT,"10,985",0
10,17874,City of St George,UT,"29,361",0
10,18206,Strawberry Electric Serv Dist,UT,"3,587",0
10,20332,Wells Rural Electric Co,UT,705,0
10,22814,Raft Rural Elec Coop Inc,UT,0,696
10,84,A & N Electric Coop,VA,"33,900",0
10,733,Appalachian Power Co,VA,"516,989","1,257"
10,10171,Kentucky Utilities Co,VA,"2,462",0
10,17066,Shenandoah Valley Elec Coop,VA,"92,382",0
10,19876,Virginia Electric & Power Co,VA,"1,965,437","366,354"
10,19882,Virginia Tech Electric Service,VA,"5,688",73
10,40228,Rappahannock Electric Coop,VA,0,"156,943"
10,2548,City of Burlington Electric - (VT),VT,479,"19,684"
10,7601,Green Mountain Power Corp,VT,"2,046","262,567"
10,19791,"Vermont Electric Cooperative, Inc",VT,"40,988",0
10,1738,Bonneville Power Administration,WA,66,0
10,3660,PUD No 1 of Clark County - (WA),WA,"194,123",0
10,10454,Kootenai Electric Cooperative,WA,0,96
10,14354,PacifiCorp,WA,"128,150",0
10,15500,Puget Sound Energy Inc,WA,"1,141,937","4,852"
10,16868,City of Seattle - (WA),WA,0,0
10,17470,PUD 1 of Snohomish County,WA,"4,140",0
10,18429,City of Tacoma - (WA),WA,496,"15,614"
10,20169,Avista Corp,WA,"70,375",0
10,4247,Consolidated Water Power Co,WI,107,0
10,4715,Dahlberg Light & Power Co,WI,0,0
10,5574,East Central Energy,WI,"5,128",0
10,11479,Madison Gas & Electric Co,WI,"142,718","7,160"
10,13697,North Central Power Co Inc,WI,0,0
10,13780,Northern States Power Co,WI,"247,481",0
10,13815,Northwestern Wisconsin Elec Co,WI,981,0
10,18336,Superior Water and Light Co,WI,"1,506",0
10,20847,Wisconsin Electric Power Co,WI,"982,558","141,531"
10,20856,Wisconsin Power & Light Co,WI,71,"464,829"
10,20860,Wisconsin Public Service Corp,WI,"445,355",0
10,733,Appalachian Power Co,WV,"431,271",845
10,12796,Monongahela Power Co,WV,"34,927",0
10,15263,The Potomac Edison Company,WV,"7,226",0
10,20521,Wheeling Power Co,WV,"41,588",32
10,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,0,"41,580"
10,7222,City of Gillette - (WY),WY,"14,752",0
10,8566,High Plains Power Inc,WY,"13,029",0
10,11273,Lower Valley Energy Inc,WY,0,"25,461"
10,12199,Montana-Dakota Utilities Co,WY,"15,631",0
10,12825,NorthWestern Energy LLC - (MT),WY,479,0
10,14354,PacifiCorp,WY,"137,036",0
10,19156,Powder River Energy Corp,WY,"26,532",21
10,19545,"Black Hills Power, Inc. d/b/a",WY,0,"2,676"
10,27058,"High West Energy, Inc",WY,"5,815",0
11,213,Alaska Electric Light&Power Co,AK,"16,234",0
11,219,Alaska Power and Telephone Co,AK,"7,870",0
11,221,"Alaska Village Elec Coop, Inc",AK,"10,901",0
11,599,Anchorage Municipal Light and Power,AK,"30,464",0
11,3522,Chugach Electric Assn Inc,AK,"40,613","46,753"
11,7353,Golden Valley Elec Assn Inc,AK,"45,930",0
11,10210,Ketchikan Public Utilities,AK,0,"4,873"
11,10433,Kodiak Electric Assn Inc,AK,0,"5,872"
11,10451,Kotzebue Electric Assn Inc,AK,79,"1,058"
11,11824,Matanuska Electric Assn Inc,AK,"28,690","31,259"
11,19558,Homer Electric Assn Inc,AK,"29,925",93
11,195,Alabama Power Co,AL,0,"1,439,417"
11,4958,Decatur Utilities,AL,"10,891",653
11,9094,City of Huntsville - (AL),AL,0,16
11,9739,Joe Wheeler Elec Member Corp,AL,0,"42,963"
11,17252,Singing River Elec Pwr Assn,AL,328,0
11,18642,Tennessee Valley Authority,AL,0,29
11,814,Entergy Arkansas Inc,AR,"19,554",684
11,817,Arkansas Valley Elec Coop Corp,AR,0,"54,445"
11,3093,Carroll Electric Coop Corp - (AR),AR,0,"84,078"
11,6342,First Electric Coop Corp,AR,0,"92,205"
11,12681,Mississippi County Electric Co,AR,"4,409",0
11,13718,City of North Little Rock - (AR),AR,25,"36,346"
11,14063,Oklahoma Gas & Electric Co,AR,0,"68,660"
11,17698,Southwestern Electric Power Co,AR,"106,584",0
11,176,Ajo Improvement Co,AZ,971,0
11,803,Arizona Public Service Co,AZ,290,"1,201,503"
11,12919,Morenci Water and Electric,AZ,"2,607",0
11,13314,Navajo Tribal Utility Authority,AZ,0,"28,632"
11,16572,Salt River Project,AZ,3,"974,336"
11,19189,Trico Electric Cooperative Inc,AZ,492,"44,695"
11,19728,"UNS Electric, Inc",AZ,"94,014",121
11,21538,"Mohave Electric Cooperative, I",AZ,0,"37,961"
11,24211,Tucson Electric Power Co,AZ,"428,265",52
11,25866,Ak-Chin Electric Utility Authority,AZ,454,0
11,4390,City of Corona - (CA),CA,"2,262",0
11,9216,Imperial Irrigation District,CA,"49,132","58,599"
11,11208,Los Angeles Department of Water & Power,CA,"432,027","8,032"
11,12745,Modesto Irrigation District,CA,0,"121,524"
11,14328,Pacific Gas & Electric Co,CA,0,"5,190,111"
11,14354,PacifiCorp,CA,"7,297",0
11,14534,City of Pasadena - (CA),CA,"63,774",0
11,16534,Sacramento Municipal Util Dist,CA,0,"621,001"
11,16609,San Diego Gas & Electric Co,CA,149,"1,412,850"
11,16655,City of Santa Clara - (CA),CA,"8,997",44
11,17609,Southern California Edison Co,CA,"22,609","5,039,515"
11,17612,Bear Valley Electric Service,CA,"23,890",0
11,18260,Surprise Valley Electrification,CA,0,0
11,19281,Turlock Irrigation District,CA,"81,560",0
11,19840,"Valley Electric Assn, Inc",CA,44,0
11,3989,City of Colorado Springs - (CO),CO,"209,317","13,639"
11,6604,City of Fort Collins - (CO),CO,0,"70,952"
11,9336,Intermountain Rural Elec Assn,CO,"150,955",0
11,10066,K C Electric Association,CO,0,"6,536"
11,12866,Moon Lake Electric Assn Inc,CO,"2,201",0
11,15257,"Poudre Valley Associated Services, Inc.",CO,9,"39,258"
11,15466,Public Service Co of Colorado,CO,"1,153,546","16,092"
11,16603,"San Luis Valley R E C, Inc",CO,4,"11,655"
11,19499,"United Power, Inc",CO,105,"33,515"
11,27058,"High West Energy, Inc",CO,991,0
11,56146,Black Hills/Colorado Elec.Util,CO,0,"95,032"
11,4176,Connecticut Light & Power Co,CT,"1,263,250",0
11,7716,Groton Dept of Utilities - (CT),CT,"13,345",0
11,19497,United Illuminating Co,CT,"133,603","211,185"
11,20038,Town of Wallingford - (CT),CT,"8,387",0
11,15270,Potomac Electric Power Co,DC,"2,103","277,998"
11,5027,Delmarva Power,DE,57,"293,663"
11,5070,Delaware Electric Cooperative,DE,"88,449",0
11,5335,City of Dover - (DE),DE,"23,475",0
11,13519,City of Newark - (DE),DE,0,"12,748"
11,6452,Florida Power & Light Co,FL,635,"4,936,975"
11,6455,"Duke Energy Florida, LLC",FL,"1,650,459","77,605"
11,6457,Florida Public Utilities Co,FL,"10,234",0
11,7801,Gulf Power Co,FL,0,"444,568"
11,9617,JEA,FL,"278,117","186,400"
11,18454,Tampa Electric Co,FL,"675,489","2,166"
11,3408,City of Chattanooga - (TN),GA,0,"10,522"
11,3916,Cobb Electric Membership Corp,GA,0,"196,100"
11,7140,Georgia Power Co,GA,0,"2,425,211"
11,9601,Jackson Electric Member Corp - (GA),GA,0,"217,598"
11,8287,Hawaii Electric Light Co Inc,HI,"14,958",0
11,10071,Kauai Island Utility Cooperative,HI,"1,141","31,038"
11,11843,Maui Electric Co Ltd,HI,"6,712",30
11,19547,Hawaiian Electric Co Inc,HI,"16,014",0
11,471,Amana Society Service Co,IA,886,0
11,9417,Interstate Power and Light Co,IA,"6,699",0
11,12341,MidAmerican Energy Co,IA,"668,926",0
11,9187,City of Idaho Falls - (ID),ID,0,"27,275"
11,9191,Idaho Power Co,ID,"1,132","511,346"
11,10454,Kootenai Electric Cooperative,ID,0,"25,851"
11,11273,Lower Valley Energy Inc,ID,0,"1,707"
11,12692,"Missoula Electric Coop, Inc",ID,57,0
11,14354,PacifiCorp,ID,"32,433",0
11,16565,Salmon River Electric Coop Inc,ID,0,"2,641"
11,20169,Avista Corp,ID,"129,102",0
11,22814,Raft Rural Elec Coop Inc,ID,0,"2,556"
11,4110,Commonwealth Edison Co,IL,"1,262","2,973,779"
11,12341,MidAmerican Energy Co,IL,"84,540",0
11,13032,Mt Carmel Public Utility Co,IL,0,0
11,56697,Ameren Illinois Company,IL,"662,865","385,990"
11,261,AGC Division of APG Inc,IN,5,0
11,9273,Indianapolis Power & Light Co,IN,"473,939","50,220"
11,9324,Indiana Michigan Power Co,IN,"455,022","10,111"
11,13756,Northern Indiana Pub Serv Co,IN,"15,371",0
11,15470,"Duke Energy Indiana, LLC",IN,"806,955","20,416"
11,17633,Southern Indiana Gas & Elec Co,IN,0,0
11,9996,City of Kansas City - (KS),KS,1,"63,320"
11,10000,Kansas City Power & Light Co,KS,124,"233,504"
11,10005,Kansas Gas & Electric Co,KS,"3,795","272,792"
11,22500,Westar Energy Inc,KS,"22,187","133,156"
11,9964,Kenergy Corp,KY,21,"56,937"
11,10171,Kentucky Utilities Co,KY,"27,367","1,408"
11,11249,Louisville Gas & Electric Co,KY,"32,363","3,492"
11,14724,Pennyrile Rural Electric Coop,KY,0,"43,341"
11,17564,South Kentucky Rural E C C,KY,0,"66,979"
11,18642,Tennessee Valley Authority,KY,0,66
11,19446,Duke Energy Kentucky,KY,"103,544","39,556"
11,20130,Warren Rural Elec Coop Corp,KY,"62,851",13
11,22053,Kentucky Power Co,KY,"167,969",3
11,49998,City of Berea Municipal Utility,KY,"5,206",0
11,3265,Cleco Power LLC,LA,0,"285,484"
11,11241,Entergy Louisiana LLC,LA,"20,335","12,233"
11,13478,Entergy New Orleans Inc,LA,"6,048","4,175"
11,17698,Southwestern Electric Power Co,LA,"211,248",0
11,6374,Fitchburg Gas & Elec Light Co,MA,15,"28,897"
11,8774,City of Holyoke - (MA),MA,"17,213",0
11,11804,Massachusetts Electric Co,MA,"1,252,906","15,115"
11,13206,Nantucket Electric Co,MA,"13,665",0
11,15748,Town of Reading - (MA),MA,"29,875",0
11,20455,Western Massachusetts Electric Company,MA,"216,562",0
11,54913,NSTAR Electric Company,MA,"1,218,629",0
11,84,A & N Electric Coop,MD,311,0
11,1167,Baltimore Gas & Electric Co,MD,"69,535","1,241,101"
11,5027,Delmarva Power,MD,79,0
11,15263,The Potomac Edison Company,MD,"9,024",0
11,15270,Potomac Electric Power Co,MD,"1,026","555,443"
11,17637,Southern Maryland Elec Coop Inc,MD,"74,032","17,235"
11,1179,Emera Maine,ME,0,"120,556"
11,3266,Central Maine Power Co,ME,60,"629,857"
11,3828,Cloverland Electric Co-op,MI,"42,340",0
11,4254,Consumers Energy Co,MI,0,"1,293,535"
11,5109,DTE Electric Company,MI,0,"2,462,071"
11,9324,Indiana Michigan Power Co,MI,"129,201",0
11,10704,City of Lansing - (MI),MI,"1,046",140
11,13780,Northern States Power Co,MI,"9,181",0
11,19578,Upper Peninsula Power Company,MI,43,0
11,20847,Wisconsin Electric Power Co,MI,"27,719",0
11,20860,Wisconsin Public Service Corp,MI,"9,221",0
11,689,Connexus Energy,MN,0,848
11,5574,East Central Energy,MN,"54,202",0
11,10596,City of Lake Crystal - (MN),MN,"1,201",0
11,12647,"ALLETE, Inc.",MN,"93,400","54,979"
11,13781,Northern States Power Co - Minnesota,MN,"1,217,967",0
11,13815,Northwestern Wisconsin Elec Co,MN,56,0
11,14232,Otter Tail Power Co,MN,41,0
11,16181,Rochester Public Utilities,MN,"53,021",0
11,17267,Sioux Valley SW Elec Coop,MN,0,"3,808"
11,20996,Wright-Hennepin Coop Elec Assn,MN,0,"63,758"
11,25177,Dakota Electric Association,MN,"38,668",0
11,3093,Carroll Electric Coop Corp - (AR),MO,0,"11,903"
11,4675,Cuivre River Electric Coop Inc,MO,"45,478","17,698"
11,9231,City of Independence - (MO),MO,0,0
11,10000,Kansas City Power & Light Co,MO,437,"278,070"
11,12698,KCP&L Greater Missouri Operations Co.,MO,456,"188,470"
11,17833,City Utilities of Springfield - (MO),MO,"6,044","25,667"
11,19436,Union Electric Co - (MO),MO,"1,198,232",0
11,3841,Coast Electric Power Assn,MS,0,"81,141"
11,6641,4-County Electric Power Assn,MS,0,"47,729"
11,12685,Entergy Mississippi Inc,MS,"6,832",79
11,12686,Mississippi Power Co,MS,"6,634",20
11,17252,Singing River Elec Pwr Assn,MS,"73,012",0
11,17647,Southern Pine Elec Power Assn,MS,0,"66,442"
11,18642,Tennessee Valley Authority,MS,0,20
11,19273,City of Tupelo - (MS),MS,14,0
11,6395,Flathead Electric Coop Inc,MT,362,"64,230"
11,12087,McKenzie Electric Coop Inc,MT,111,0
11,12199,Montana-Dakota Utilities Co,MT,"25,799",0
11,12692,"Missoula Electric Coop, Inc",MT,"6,967","7,601"
11,12825,NorthWestern Energy LLC - (MT),MT,"330,182",0
11,19156,Powder River Energy Corp,MT,179,2
11,19545,"Black Hills Power, Inc. d/b/a",MT,0,42
11,19603,USBIA-Mission Valley Power,MT,"19,801",0
11,20169,Avista Corp,MT,31,0
11,20997,Yellowstone Valley Elec Co-op,MT,"19,250",0
11,3046,Duke Energy Progress - (NC),NC,"1,342,359",0
11,5416,"Duke Energy Carolinas, LLC",NC,"1,404,543","529,322"
11,6235,Public Works Comm-City of Fayetteville,NC,"3,304","79,233"
11,9837,Jones-Onslow Elec Member Corp,NC,"68,770",0
11,16496,Rutherford Elec Member Corp,NC,0,"69,180"
11,18642,Tennessee Valley Authority,NC,0,1
11,19876,Virginia Electric & Power Co,NC,"108,006","4,889"
11,24889,Brunswick Electric Member Corp,NC,0,"89,727"
11,4717,Dakota Valley Elec Coop Inc,ND,"6,534",0
11,12087,McKenzie Electric Coop Inc,ND,"12,602",0
11,12090,"McLean Electric Coop, Inc",ND,"3,977",0
11,12199,Montana-Dakota Utilities Co,ND,"92,898",0
11,12301,Nodak Electric Coop Inc,ND,0,"19,375"
11,13196,Northern Plains Electric Coop,ND,"18,268",0
11,13694,"North Central Elec Coop, Inc",ND,"7,808",0
11,13781,Northern States Power Co - Minnesota,ND,"92,016",0
11,14232,Otter Tail Power Co,ND,19,0
11,19790,Verendrye Electric Coop Inc,ND,0,"16,195"
11,20413,Mountrail-Williams Elec Coop,ND,"19,808",0
11,24949,Cass County Elec Coop Inc,ND,0,"56,099"
11,55959,Roughrider Electric Cooperativ,ND,"14,708",0
11,4373,Cornhusker Public Power Dist,NE,"9,794",0
11,4911,Dawson Power District,NE,0,"22,996"
11,6779,City of Fremont - (NE),NE,"15,024",0
